School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,Completion Rate,Admission Rate (%),Retention Rate,Female_Majority,SAT Average,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Ivy League Plus
Mayville State University,ND,Public,100.0,73392.0,880.0,18727.0,30.77,53.03,62.86000000000001,True,1065.0,35700.0,43300.0,0
Minot State University,ND,Public,58.78,89388.0,2288.0,16896.0,54.6,77.33,71.28,True,1070.0,38300.0,46900.0,0
University of North Dakota,ND,Public,90.4,107616.0,9219.0,23119.0,61.11,86.75,81.39,False,1163.0,45400.0,57800.0,0
North Dakota State University-Main Campus,ND,Public,97.09,112176.0,10311.0,22201.0,62.33,94.1,81.99,False,1150.0,45200.0,55500.0,0
Trinity Bible College and Graduate School,ND,Private NonProfit,68.42,46488.0,146.0,28799.0,45.9,100.0,50.0,False,1095.0,26900.0,31700.0,0
Valley City State University,ND,Public,54.2,74124.0,1004.0,18712.0,44.91,80.60000000000001,72.0,True,1030.0,37500.0,41700.0,0
University of Akron Main Campus,OH,Public,45.15,123312.0,12095.0,24604.0,48.19,73.04,75.09,False,1118.0,33900.0,41800.0,0
Art Academy of Cincinnati,OH,Private NonProfit,21.57,61884.0,224.0,44864.0,48.0,30.81,58.67,True,,25700.0,30100.0,0
Ashland University,OH,Private NonProfit,33.660000000000004,83508.0,2462.0,33775.0,62.09,74.35000000000001,76.79,True,1105.0,36000.0,42900.0,0
Baldwin Wallace University,OH,Private NonProfit,57.56,98460.0,2843.0,48655.0,70.11,69.82000000000001,85.22,True,1176.0,39100.0,49200.0,0
Bluffton University,OH,Private NonProfit,59.55,65472.0,675.0,48205.0,55.05,60.51,72.28999999999999,False,,35500.0,41700.0,0
Bowling Green State University-Main Campus,OH,Public,75.46000000000001,115776.0,13342.0,24529.0,62.13,75.3,79.36,True,1142.0,33500.0,45300.0,0
Capital University,OH,Private NonProfit,45.94,100200.0,2226.0,47719.0,60.23,74.06,74.52,True,,36400.0,48400.0,0
Case Western Reserve University,OH,Private NonProfit,77.25999999999999,145224.0,5360.0,69526.0,85.49,30.270000000000003,93.43,False,1445.0,69900.0,89300.0,0
Cedarville University,OH,Private NonProfit,69.03,95376.0,3566.0,42318.0,73.76,59.330000000000005,87.51,True,1251.0,38200.0,46800.0,0
Central State University,OH,Public,100.0,79500.0,4009.0,19769.0,28.000000000000004,58.040000000000006,55.7,True,,23000.0,28600.0,0
The Christ College of Nursing and Health Sciences,OH,Private NonProfit,54.88,80376.0,1013.0,24950.0,36.11,70.84,78.13,True,1069.0,,56100.0,0
University of Cincinnati-Main Campus,OH,Public,59.56,123708.0,27425.0,26892.0,72.81,76.4,88.2,False,1245.0,39600.0,49700.0,0
Ohio Christian University,OH,Private NonProfit,98.96,17436.0,1448.0,32568.0,33.81,,63.33,True,,32600.0,33000.0,0
Cleveland Institute of Art,OH,Private NonProfit,42.620000000000005,71592.0,592.0,59708.0,64.03,67.17999999999999,75.94999999999999,True,1168.0,32900.0,41600.0,0
Cleveland Institute of Music,OH,Private NonProfit,30.0,79392.0,234.0,60680.0,71.43,34.160000000000004,96.3,True,,26000.0,45200.0,0
Cleveland State University,OH,Public,48.64,114840.0,10917.0,24010.0,48.27,93.6,76.42999999999999,True,1088.0,37200.0,46400.0,0
Columbus College of Art and Design,OH,Private NonProfit,35.29,66060.0,981.0,49217.0,61.22,91.69,72.28,True,,30300.0,39800.0,0
University of Dayton,OH,Private NonProfit,66.86,108060.0,8589.0,60900.0,80.88,81.11,90.88,False,1233.0,48300.0,61400.0,0
Defiance College,OH,Private NonProfit,57.58,71064.0,541.0,46420.0,45.49,54.92,60.0,False,1005.0,32900.0,46500.0,0
Denison University,OH,Private NonProfit,100.0,112824.0,2253.0,69128.0,80.46,28.17,85.11999999999999,True,1350.0,41600.0,57600.0,0
The University of Findlay,OH,Private NonProfit,59.89,89208.0,2222.0,47032.0,62.68,79.59,79.0,True,1144.0,44200.0,49100.0,0
Franklin University,OH,Private NonProfit,6.67,113928.0,3738.0,23956.0,41.8,,8.540000000000001,True,,42600.0,53800.0,0
Gods Bible School and College,OH,Private NonProfit,43.14,13020.0,225.0,15632.0,43.24,81.39999999999999,82.61,False,,22700.0,24800.0,0
Heidelberg University,OH,Private NonProfit,59.260000000000005,78576.0,1021.0,44381.0,52.21,81.06,77.64,False,1098.0,33600.0,45700.0,0
Hiram College,OH,Private NonProfit,100.0,75672.0,891.0,50555.0,49.64,92.77,74.89,True,1037.0,36300.0,46900.0,0
John Carroll University,OH,Private NonProfit,100.0,100824.0,2737.0,57651.0,75.16000000000001,87.83999999999999,83.86,False,1198.0,40500.0,61100.0,0
Kent State University at Kent,OH,Public,58.60999999999999,113400.0,20694.0,25836.0,64.97,84.43,81.69999999999999,True,1141.0,33500.0,42400.0,0
Kenyon College,OH,Private NonProfit,95.93,109548.0,1610.0,74550.0,89.01,36.89,88.71,True,1399.0,39100.0,54500.0,0
Kettering College,OH,Private NonProfit,69.32000000000001,95088.0,544.0,25698.0,41.82,21.3,68.25,True,1105.0,47500.0,60200.0,0
Lake Erie College,OH,Private NonProfit,47.620000000000005,77328.0,687.0,45740.0,48.39,63.95,66.34,False,1058.0,32500.0,40600.0,0
Lourdes University,OH,Private NonProfit,42.34,60048.0,943.0,37498.0,43.42,77.82,67.16,True,1019.0,36500.0,41300.0,0
Malone University,OH,Private NonProfit,46.150000000000006,76944.0,952.0,44743.0,54.34,74.27,78.24,True,1113.0,39800.0,48100.0,0
Marietta College,OH,Private NonProfit,100.0,90204.0,1121.0,49601.0,52.66,73.91,77.3,False,1120.0,45400.0,57700.0,0
Mercy College of Ohio,OH,Private NonProfit,30.04,83916.0,1493.0,22784.0,48.57,39.51,70.59,True,1030.0,46000.0,49500.0,0
Miami University-Hamilton,OH,Public,100.0,96288.0,2275.0,16237.0,16.18,,54.38,True,,40800.0,55400.0,0
Miami University-Middletown,OH,Public,100.0,94800.0,1308.0,15072.0,15.06,,65.89,True,,40800.0,55400.0,0
Miami University-Oxford,OH,Public,100.0,126492.0,16418.0,33805.0,81.58999999999999,91.95,88.21,True,1280.0,40800.0,55400.0,0
Mount Carmel College of Nursing,OH,Private NonProfit,46.96,90504.0,705.0,21615.0,79.75,80.82000000000001,70.27,True,1050.0,54900.0,58100.0,0
University of Mount Union,OH,Private NonProfit,98.63,86016.0,1934.0,44497.0,65.88000000000001,77.41,76.03999999999999,False,1107.0,36600.0,48600.0,0
Mount Vernon Nazarene University,OH,Private NonProfit,92.77,74604.0,1614.0,43341.0,62.38,72.48,77.47,True,1131.0,39300.0,50000.0,0
Mount Saint Joseph University,OH,Private NonProfit,95.37,86532.0,1120.0,39248.0,55.33,60.150000000000006,73.61,True,1108.0,36100.0,44600.0,0
Muskingum University,OH,Private NonProfit,100.0,89184.0,1490.0,41716.0,55.73,79.66,73.13,True,,34400.0,43500.0,0
Notre Dame College,OH,Private NonProfit,94.34,60852.0,1217.0,43425.0,42.86,87.42999999999999,66.67,True,,37000.0,43900.0,0
Oberlin College,OH,Private NonProfit,91.86,108900.0,2647.0,77124.0,86.2,35.36,83.19,True,1348.0,30700.0,45500.0,0
Ohio Dominican University,OH,Private NonProfit,100.0,82800.0,942.0,42524.0,52.89,49.5,61.62,True,,37400.0,47100.0,0
Ohio Northern University,OH,Private NonProfit,82.58,106608.0,2064.0,49392.0,75.96000000000001,65.2,83.88,False,1218.0,59600.0,72600.0,0
Ohio State University-Lima Campus,OH,Public,43.66,120180.0,904.0,17747.0,17.75,,42.54,True,,41500.0,53600.0,0
Ohio State University-Main Campus,OH,Public,65.88000000000001,152676.0,45862.0,27202.0,87.03,68.49,93.81,False,1337.0,41500.0,53600.0,0
Ohio University-Main Campus,OH,Public,81.94,105348.0,18752.0,29534.0,66.12,87.49,81.33,True,1166.0,35900.0,45800.0,0
Ohio Wesleyan University,OH,Private NonProfit,51.1,103284.0,1422.0,62161.0,66.59,68.4,82.01,True,,33900.0,51600.0,0
Otterbein University,OH,Private NonProfit,50.470000000000006,97500.0,2233.0,45773.0,65.71000000000001,76.06,78.01,True,1158.0,37200.0,46900.0,0
Shawnee State University,OH,Public,40.0,79884.0,2783.0,16327.0,40.64,,74.14,True,,28600.0,37500.0,0
Franciscan University of Steubenville,OH,Private NonProfit,100.0,98748.0,2340.0,39788.0,78.7,73.0,85.61999999999999,True,1204.0,34800.0,42700.0,0
Tiffin University,OH,Private NonProfit,100.0,83760.0,1880.0,41055.0,41.18,62.470000000000006,66.06,False,,36600.0,47900.0,0
University of Toledo,OH,Public,76.7,111780.0,13205.0,25118.0,52.55,94.68,78.43,False,1135.0,37900.0,52800.0,0
Union Institute & University,OH,Private NonProfit,14.42,66924.0,575.0,31656.0,37.5,,0.0,False,,64200.0,55000.0,0
Ursuline College,OH,Private NonProfit,40.82,75876.0,639.0,44600.0,35.870000000000005,80.78999999999999,75.0,True,1067.0,43700.0,50400.0,0
The North Coast College,OH,Private ForProfit,,37752.0,47.0,28267.0,58.81999999999999,41.18,100.0,True,,26300.0,30300.0,0
Walsh University,OH,Private NonProfit,98.4,75408.0,1660.0,42869.0,60.18,76.55999999999999,71.07,True,1126.0,40900.0,48300.0,0
Wilberforce University,OH,Private NonProfit,40.82,58464.0,439.0,23450.0,39.39,61.57,34.92,True,862.0,27300.0,38400.0,0
Wilmington College,OH,Private NonProfit,57.55,67224.0,1160.0,38642.0,51.96,72.72,65.4,True,1083.0,33000.0,41900.0,0
Wittenberg University,OH,Private NonProfit,64.94,88404.0,1413.0,53219.0,62.98,97.43,75.51,True,,37800.0,49000.0,0
The College of Wooster,OH,Private NonProfit,86.4,96108.0,1924.0,66108.0,73.99,65.3,87.08,True,,34300.0,53000.0,0
Wright State University-Main Campus,OH,Public,65.86999999999999,112896.0,7768.0,23009.0,43.43,95.64,64.82,True,1099.0,34500.0,46100.0,0
Wright State University-Lake Campus,OH,Public,65.85,117072.0,1364.0,15648.0,36.89,99.61,65.47,True,1085.0,34500.0,46100.0,0
Xavier University,OH,Private NonProfit,51.18000000000001,104772.0,5250.0,58260.0,68.74,81.22,84.91,True,1198.0,44800.0,58200.0,0
Youngstown State University,OH,Public,100.0,103152.0,9112.0,18929.0,47.36,69.93,76.25999999999999,True,1083.0,32200.0,40200.0,0
Bacone College,OK,Private NonProfit,100.0,54720.0,318.0,31050.0,9.22,47.28,42.370000000000005,True,944.0,29400.0,37000.0,0
Oklahoma Wesleyan University,OK,Private NonProfit,40.0,70188.0,790.0,40883.0,36.02,82.66,62.260000000000005,True,1056.0,50500.0,53500.0,0
Southern Nazarene University,OK,Private NonProfit,36.870000000000005,72780.0,1526.0,38327.0,47.79,,68.2,True,,45400.0,54000.0,0
Cameron University,OK,Public,59.48,75828.0,3126.0,15685.0,23.47,,66.8,True,,30400.0,38200.0,0
University of Central Oklahoma,OK,Public,100.0,83664.0,12056.0,24185.0,35.27,80.49,71.76,True,1085.0,36900.0,44900.0,0
East Central University,OK,Public,99.31,70440.0,2815.0,16681.0,39.15,96.45,59.58,True,1079.0,33200.0,42200.0,0
Randall University,OK,Private NonProfit,44.74,49512.0,282.0,27838.0,54.55,38.82,70.37,False,1057.0,30500.0,38700.0,0
Langston University,OK,Public,82.89,70332.0,1894.0,20447.0,18.01,,54.91,True,,25400.0,31100.0,0
Northeastern State University,OK,Public,71.46000000000001,85908.0,5646.0,17889.0,35.54,99.49,66.11,True,1069.0,33500.0,41000.0,0
Northwestern Oklahoma State University,OK,Public,61.63999999999999,79044.0,1488.0,17928.0,25.81,70.26,61.7,True,1021.0,34600.0,41700.0,0
Oklahoma Christian University,OK,Private NonProfit,50.260000000000005,80160.0,1601.0,37015.0,59.52,61.21,77.53,True,1162.0,36300.0,43300.0,0
University of Oklahoma-Health Sciences Center,OK,Public,68.42,101004.0,806.0,,,,,True,,48600.0,61900.0,0
Oklahoma Panhandle State University,OK,Public,55.06,56532.0,1245.0,15443.0,26.72,,44.5,True,,33800.0,40800.0,0
Oklahoma State University-Main Campus,OK,Public,88.74,112560.0,19782.0,23906.0,63.74999999999999,67.09,84.82,True,1186.0,42600.0,55300.0,0
Oklahoma Baptist University,OK,Private NonProfit,65.84,89244.0,1610.0,42983.0,54.66,58.21,73.27,True,1138.0,33500.0,45000.0,0
Oklahoma City University,OK,Private NonProfit,61.22,88152.0,1520.0,44942.0,70.50999999999999,73.1,76.44999999999999,True,1213.0,40700.0,51100.0,0
University of Oklahoma-Norman Campus,OK,Public,83.93,124728.0,21087.0,29577.0,72.09,83.38,87.14,True,1233.0,48600.0,61900.0,0
Oral Roberts University,OK,Private NonProfit,41.36,91284.0,3080.0,44006.0,55.66,78.39,78.4,True,1133.0,33600.0,43100.0,0
Rogers State University,OK,Public,48.98,68664.0,2905.0,20029.0,24.55,,64.86,True,,33100.0,39300.0,0
University of Science and Arts of Oklahoma,OK,Public,54.120000000000005,72288.0,718.0,18540.0,41.07,35.75,63.89,True,917.0,30400.0,36400.0,0
Southeastern Oklahoma State University,OK,Public,100.0,79956.0,3078.0,16367.0,31.480000000000004,78.59,60.760000000000005,True,1040.0,34300.0,41000.0,0
Southwestern Christian University,OK,Private NonProfit,36.76,55512.0,452.0,28315.0,30.33,,54.05,False,,28400.0,32300.0,0
Southwestern Oklahoma State University,OK,Public,100.0,87264.0,3834.0,21147.0,40.400000000000006,93.2,74.33,True,1065.0,39400.0,48200.0,0
University of Tulsa,OK,Private NonProfit,70.61,127656.0,2905.0,58637.0,72.54,69.22,83.76,False,1255.0,50400.0,60500.0,0
Eastern Oregon University,OR,Public,56.85,91200.0,2415.0,22408.0,28.01,94.25,70.07,True,,36000.0,44100.0,0
New Hope Christian College-Eugene,OR,Private NonProfit,,,52.0,25822.0,26.67,94.74,45.0,True,,,31100.0,0
George Fox University,OR,Private NonProfit,31.17,93132.0,2451.0,51439.0,66.03,90.91,83.06,True,1138.0,42200.0,51000.0,0
Lewis & Clark College,OR,Private NonProfit,52.16,119124.0,1814.0,68735.0,73.61999999999999,79.82000000000001,78.5,True,1313.0,35900.0,55000.0,0
Linfield University-McMinnville Campus,OR,Private NonProfit,98.21,85008.0,1389.0,58485.0,74.95,80.17999999999999,80.83,True,1143.0,52100.0,60300.0,0
Multnomah University,OR,Private NonProfit,26.44,63336.0,333.0,42743.0,50.0,58.9,63.93,False,,33300.0,38100.0,0
Bushnell University,OR,Private NonProfit,94.29,67920.0,514.0,43464.0,51.28,68.19,67.25999999999999,True,1089.0,37300.0,45700.0,0
Oregon Health & Science University,OR,Public,63.74,125724.0,809.0,,,,,True,,94100.0,114900.0,0
Oregon Institute of Technology,OR,Public,95.65,98532.0,3571.0,23366.0,51.38,95.13,75.79,False,1117.0,52900.0,57800.0,0
Oregon State University,OR,Public,79.58,125232.0,26048.0,27595.0,69.32000000000001,82.21000000000001,84.55,False,1204.0,42700.0,56700.0,0
University of Oregon,OR,Public,69.32000000000001,139752.0,17972.0,27717.0,73.89,83.81,84.23,True,1207.0,39800.0,51300.0,0
Pacific Northwest College of Art,OR,Private NonProfit,19.3,68412.0,445.0,54345.0,42.47,95.97,49.07,True,,23500.0,37400.0,0
Pacific University,OR,Private NonProfit,65.48,101676.0,1706.0,62157.0,63.83,89.3,83.65,True,1166.0,35800.0,51400.0,0
Portland State University,OR,Public,54.14,121428.0,16596.0,20571.0,49.14,95.19,75.44,True,1084.0,38400.0,50800.0,0
University of Portland,OR,Private NonProfit,57.96,103224.0,3536.0,64049.0,84.07,77.22,85.81,True,1233.0,54900.0,62500.0,0
Reed College,OR,Private NonProfit,98.3,131136.0,1349.0,75586.0,76.52,42.34,82.99,True,,34800.0,52700.0,0
Southern Oregon University,OR,Public,61.3,108696.0,3462.0,17755.0,46.59,90.43,67.94,True,1093.0,32100.0,43400.0,0
Warner Pacific University,OR,Private NonProfit,100.0,72324.0,461.0,32176.0,37.59,100.0,68.33,True,,43000.0,45200.0,0
Corban University,OR,Private NonProfit,38.93,80304.0,918.0,45919.0,50.45,48.34,78.57,True,1077.0,33100.0,40200.0,0
Willamette University,OR,Private NonProfit,67.67999999999999,89520.0,1288.0,66416.0,73.72999999999999,80.17,81.67,True,,36600.0,57900.0,0
Western Oregon University,OR,Public,88.89,83148.0,3994.0,22810.0,45.08,79.14,70.57,True,1055.0,33300.0,43400.0,0
University of Western States,OR,Private NonProfit,46.43,99192.0,3.0,,,,,True,,,54600.0,0
Albright College,PA,Private NonProfit,69.82000000000001,79368.0,1530.0,40300.0,59.81,82.1,72.7,True,,39900.0,51400.0,0
Allegheny College,PA,Private NonProfit,80.93,95448.0,1615.0,64901.0,72.67,73.15,84.41,True,1260.0,37700.0,56800.0,0
DeSales University,PA,Private NonProfit,36.24,97668.0,2352.0,54300.0,64.78,81.77,81.42,True,1139.0,43000.0,54700.0,0
Alvernia University,PA,Private NonProfit,100.0,87792.0,2034.0,49990.0,61.17,70.02000000000001,71.43,True,,38500.0,47300.0,0
Clarks Summit University,PA,Private NonProfit,100.0,53640.0,483.0,33826.0,68.17999999999999,61.89,78.69,False,,26500.0,35200.0,0
Arcadia University,PA,Private NonProfit,30.83,96228.0,1832.0,59684.0,65.38000000000001,73.63,73.53,True,1138.0,36300.0,48000.0,0
Bloomsburg University of Pennsylvania,PA,Public,80.60000000000001,119724.0,7346.0,25058.0,57.54,89.03,77.21000000000001,True,,38200.0,48100.0,0
Bryn Mawr College,PA,Private NonProfit,71.43,140640.0,1298.0,73540.0,84.89999999999999,38.36,87.42999999999999,True,,41900.0,61000.0,0
Bucknell University,PA,Private NonProfit,96.0,139272.0,3684.0,75400.0,87.85,37.53,92.2,True,1353.0,62400.0,82400.0,0
Cabrini University,PA,Private NonProfit,35.480000000000004,88812.0,1463.0,46293.0,54.85,61.67,75.55,True,1036.0,36700.0,49600.0,0
California University of Pennsylvania,PA,Public,70.08,124116.0,4694.0,25716.0,50.84,94.32,69.97,True,1024.0,35100.0,44800.0,0
Carlow University,PA,Private NonProfit,100.0,85728.0,1274.0,44201.0,58.38,94.46,85.19,True,1070.0,40400.0,44200.0,0
Carnegie Mellon University,PA,Private NonProfit,92.21,149328.0,6539.0,74489.0,93.46,17.27,95.61,False,1513.0,84000.0,103000.0,0
Cedar Crest College,PA,Private NonProfit,41.36,94824.0,1078.0,52279.0,62.35000000000001,52.46,79.51,True,1072.0,40900.0,48700.0,0
Central Penn College,PA,Private ForProfit,42.86,63564.0,924.0,27042.0,47.42,82.85,50.0,True,,34000.0,37700.0,0
Chatham University,PA,Private NonProfit,100.0,96036.0,1119.0,52968.0,61.760000000000005,66.19,76.42999999999999,True,,35700.0,43400.0,0
Chestnut Hill College,PA,Private NonProfit,100.0,76884.0,1051.0,54599.0,51.61,71.14,70.0,True,995.0,33800.0,46800.0,0
Cheyney University of Pennsylvania,PA,Public,63.16,129168.0,621.0,24513.0,27.07,,56.34,True,,23700.0,31600.0,0
Clarion University of Pennsylvania,PA,Public,76.17,114228.0,3459.0,26294.0,52.790000000000006,94.23,77.23,True,,33200.0,40600.0,0
Delaware Valley University,PA,Private NonProfit,41.7,103836.0,1706.0,56828.0,54.620000000000005,91.58,71.61999999999999,True,1052.0,36200.0,44700.0,0
Dickinson College,PA,Private NonProfit,82.89,115176.0,1899.0,73650.0,83.98,51.65,82.44,True,,45300.0,64100.0,0
Drexel University,PA,Private NonProfit,55.2,138636.0,14492.0,69397.0,70.82000000000001,77.19,88.07000000000001,False,1287.0,54400.0,78000.0,0
Duquesne University,PA,Private NonProfit,51.49,112116.0,5373.0,56199.0,79.34,77.19,85.61999999999999,True,1207.0,54500.0,68200.0,0
East Stroudsburg University of Pennsylvania,PA,Public,77.24,121908.0,4921.0,24870.0,50.4,90.5,70.97,True,1007.0,35300.0,47200.0,0
Eastern University,PA,Private NonProfit,27.23,74016.0,1823.0,48828.0,57.56,64.25,82.39999999999999,True,1104.0,36700.0,48100.0,0
Edinboro University of Pennsylvania,PA,Public,81.94,123132.0,2995.0,22036.0,43.48,85.03,74.05000000000001,True,1061.0,29000.0,38100.0,0
Elizabethtown College,PA,Private NonProfit,56.16,109752.0,1649.0,44978.0,72.26,85.72999999999999,88.59,True,1176.0,44800.0,55000.0,0
Franklin and Marshall College,PA,Private NonProfit,86.94,123000.0,2242.0,75720.0,85.25,36.5,84.05,True,,49200.0,69200.0,0
Gannon University,PA,Private NonProfit,59.760000000000005,97332.0,2786.0,46867.0,68.41000000000001,79.24,84.59,True,1113.0,43800.0,55100.0,0
Geneva College,PA,Private NonProfit,87.64999999999999,85128.0,1102.0,38941.0,72.11999999999999,73.14,77.74,False,,35600.0,43300.0,0
Gettysburg College,PA,Private NonProfit,74.42,118272.0,2507.0,71850.0,84.44,48.24,89.87,True,,47100.0,66300.0,0
Gwynedd Mercy University,PA,Private NonProfit,22.64,82284.0,1691.0,47646.0,56.59,88.03,77.58,True,1044.0,48000.0,56500.0,0
Haverford College,PA,Private NonProfit,89.19,124428.0,1306.0,76384.0,92.56,18.23,88.42999999999999,True,1459.0,44100.0,75100.0,0
Holy Family University,PA,Private NonProfit,21.35,87696.0,2098.0,37020.0,57.2,77.7,82.56,True,979.0,43600.0,54300.0,0
Hussian College-Philadelphia,PA,Private ForProfit,,,101.0,33421.0,90.91,53.0,55.88,False,,24800.0,36800.0,0
Immaculata University,PA,Private NonProfit,100.0,59556.0,1380.0,44036.0,69.86,82.43,82.94,True,1076.0,51300.0,54700.0,0
Indiana University of Pennsylvania-Main Campus,PA,Public,88.78,123408.0,7702.0,28442.0,54.2,93.1,72.11999999999999,True,1036.0,33400.0,44200.0,0
Juniata College,PA,Private NonProfit,71.13000000000001,102084.0,1267.0,61807.0,74.28,67.46,85.42999999999999,True,,37500.0,56800.0,0
Keystone College,PA,Private NonProfit,23.200000000000003,75168.0,1178.0,39200.0,44.63,78.74,67.47999999999999,True,991.0,28900.0,36800.0,0
King's College,PA,Private NonProfit,62.89,96756.0,1951.0,52647.0,58.68,86.61,74.69,False,,44400.0,57500.0,0
Kutztown University of Pennsylvania,PA,Public,84.46000000000001,117060.0,6735.0,28414.0,52.11,93.19,77.37,True,1038.0,34200.0,43900.0,0
La Roche University,PA,Private NonProfit,37.79,80952.0,1079.0,43073.0,58.56,68.91000000000001,64.88000000000001,True,1006.0,35900.0,42800.0,0
La Salle University,PA,Private NonProfit,46.89,109512.0,3205.0,45298.0,65.25999999999999,76.35,77.59,True,,45200.0,61100.0,0
